Gene,ST,Present_ST,Total_ST,Present_others,Total_others,OddsRatio,p_fisher,p_fisher_adj
blaNDM-1,ST131,0,151,1,293,0.0,1.0,1.0
aac(6')-Ib,ST10,0,104,1,340,0.0,1.0,1.0
aac(6')-Ib,ST131,0,151,1,293,0.0,1.0,1.0
tet(C),ST10,0,104,1,340,0.0,1.0,1.0
tet(C),ST167,0,189,1,255,0.0,1.0,1.0
blaNDM-19,ST10,0,104,1,340,0.0,1.0,1.0
blaNDM-19,ST131,0,151,1,293,0.0,1.0,1.0
blaCMY,ST167,0,189,1,255,0.0,1.0,1.0
aac(3)-VIa2,ST131,1,151,2,293,0.97,1.0,1.0
blaTEM-54,ST10,0,104,1,340,0.0,1.0,1.0
blaNDM-39,ST10,0,104,2,340,0.0,1.0,1.0
CATA,ST10,5,104,15,340,1.0942760942760943,0.7924829641251093,1.0
QNRS,ST167,7,189,8,255,1.1875,0.794258754898207,1.0
SULIII,ST167,2,189,2,255,1.3529411764705883,1.0,1.0
QNRB,ST131,1,151,2,293,0.97,1.0,1.0
FLOR,ST167,1,189,1,255,1.351063829787234,1.0,1.0
TETC,ST131,1,151,1,293,1.9466666666666668,1.0,1.0
TETM,ST131,0,151,1,293,0.0,1.0,1.0
TETM,ST167,0,189,1,255,0.0,1.0,1.0
TETL,ST131,0,151,1,293,0.0,1.0,1.0
TETL,ST167,0,189,1,255,0.0,1.0,1.0
DFRG,ST131,0,151,1,293,0.0,1.0,1.0
APH3-DPRIME,ST167,108,189,146,255,0.9954337899543378,1.0,1.0
DFRG,ST167,0,189,1,255,0.0,1.0,1.0
CMLA,ST167,0,189,1,255,0.0,1.0,1.0
TETU,ST131,0,151,1,293,0.0,1.0,1.0
TETU,ST167,0,189,1,255,0.0,1.0,1.0
aph(6)-Id1,ST167,109,189,151,255,0.93841059602649,0.7705463996589124,1.0
blaTEM-1B1,ST131,86,151,162,293,1.0698955365622032,0.7628510628112716,1.0
catA11,ST10,4,104,14,340,0.9314285714285714,1.0,1.0
qnrS11,ST167,7,189,8,255,1.1875,0.794258754898207,1.0
sul23,ST131,2,151,7,293,0.548418024928092,0.7243495147117707,1.0
dfrA81,ST131,2,151,4,293,0.9697986577181208,1.0,1.0
blaCMY-21,ST10,1,104,3,340,1.0906148867313916,1.0,1.0
sul32,ST167,2,189,2,255,1.3529411764705883,1.0,1.0
CMLA,ST131,0,151,1,293,0.0,1.0,1.0
APH6,ST167,109,189,151,255,0.93841059602649,0.7705463996589124,1.0
QnrB17,ST167,0,189,1,255,0.0,1.0,1.0
QnrB17,ST131,0,151,1,293,0.0,1.0,1.0
catA8,ST131,0,151,1,293,0.0,1.0,1.0
catA8,ST167,0,189,1,255,0.0,1.0,1.0
blaTEM-12,ST131,0,151,1,293,0.0,1.0,1.0
blaTEM-12,ST167,0,189,1,255,0.0,1.0,1.0
blaNDM-16b,ST10,0,104,1,340,0.0,1.0,1.0
blaNDM-16b,ST131,0,151,1,293,0.0,1.0,1.0
blaACT-137,ST131,0,151,1,293,0.0,1.0,1.0
blaACT-137,ST167,0,189,1,255,0.0,1.0,1.0
blaCMY-159,ST131,0,151,1,293,0.0,1.0,1.0
blaCMY-159,ST167,0,189,1,255,0.0,1.0,1.0
blaOXA-9,ST10,0,104,1,340,0.0,1.0,1.0
blaOXA-9,ST131,0,151,1,293,0.0,1.0,1.0
aac(6')-Ib-AKT,ST10,0,104,1,340,0.0,1.0,1.0
aac(6')-Ib-AKT,ST131,0,151,1,293,0.0,1.0,1.0
aph(2'')-Ii,ST131,0,151,1,293,0.0,1.0,1.0
aph(2'')-Ii,ST167,0,189,1,255,0.0,1.0,1.0
APH(6)-Id,ST167,109,189,151,255,0.93841059602649,0.7705463996589124,1.0
APH(3'')-Ib,ST167,108,189,146,255,0.9954337899543378,1.0,1.0
QnrS1,ST167,7,189,8,255,1.1875,0.794258754898207,1.0
AAC(3)-VIa,ST131,1,151,2,293,0.97,1.0,1.0
QnrB4,ST131,1,151,1,293,1.9466666666666668,1.0,1.0
aadA3,ST10,0,104,1,340,0.0,1.0,1.0
aadA3,ST131,0,151,1,293,0.0,1.0,1.0
aac(6')-Ib1,ST131,0,151,1,293,0.0,1.0,1.0
aadA22,ST167,0,189,1,255,0.0,1.0,1.0
blaTEM-54,ST167,0,189,1,255,0.0,1.0,1.0
aadA22,ST131,0,151,1,293,0.0,1.0,1.0
